step,e1,e2
20660,25,25
20661,25,25
20662,25,25
20663,25,25
20664,25,25
20665,25,25
20666,25,25
20667,25,25
20668,25,25
20669,25,25
20670,25,25
20671,25,25
20672,25,25
20673,25,25
20674,25,25
20675,25,25
20676,25,25
20677,25,25
20678,25,25
20679,25,25
20680,25,25
20681,25,25
20682,25,25
20683,25,25
20684,25,25
20685,25,25
20686,25,25
20687,25,25
20688,25,25
20689,25,25
20690,25,25
20691,25,25
20692,25,25
20693,25,25
20694,25,25
20695,25,25
20696,25,25
20697,25,25
20698,25,25
20699,25,25
20700,25,25
20701,25,25
20702,25,25
20703,25,25
20704,25,25
20705,25,25
20706,25,25
20707,25,25
20708,25,25
20709,25,25
20710,25,25
20711,25,25
20712,25,25
20713,25,25
20714,25,25
20715,25,25
20716,25,25
20717,25,25
20718,25,25
20719,25,25
20720,25,25
20721,25,25
20722,25,25
20723,25,25
20724,25,25
20725,25,25
20726,25,25
20727,25,25
20728,25,25
20729,25,25
20730,25,25
20731,25,25
20732,25,25
20733,25,25
20734,25,25
20735,25,25
20736,25,25
20737,25,25
20738,25,25
20739,25,25
20740,25,25
20741,25,25
20742,25,25
20743,25,25
20744,25,25
20745,25,25
20746,25,25
20747,25,25
20748,25,25
20749,25,25
20750,25,25
20751,25,25
20752,25,25
20753,25,25
20754,25,25
20755,25,25
20756,25,25
20757,25,25
20758,25,25
20759,25,25
20760,25,25
20761,25,25
20762,25,25
20763,25,25
20764,25,25
20765,25,25
20766,25,25
20767,25,25
20768,25,25
20769,25,25
20770,25,25
20771,25,25
20772,25,25
20773,25,25
20774,25,25
20775,25,25
20776,25,25
20777,25,25
20778,25,25
20779,25,25
20780,25,25
20781,25,25
20782,25,25
20783,25,25
20784,25,25
20785,25,25
20786,25,25
20787,25,25
20788,25,25
20789,25,25
20790,25,25
20791,25,25
20792,25,25
20793,25,25
20794,25,25
20795,25,25
20796,25,25
20797,25,25
20798,25,25
20799,25,25
20800,25,25
20801,25,25
20802,25,25
20803,25,25
20804,25,25
20805,25,25
20806,25,25
20807,25,25
20808,25,25
20809,25,25
20810,25,25
20811,25,25
20812,25,25
20813,25,25
20814,25,25
20815,25,25
20816,25,25
20817,25,25
20818,25,25
20819,25,25
20820,25,25
20821,25,25
20822,25,25
20823,25,25
20824,25,25
20825,25,25
20826,25,25
20827,25,25
20828,25,25
20829,25,25
20830,25,25
20831,25,25
20832,25,25
20833,25,25
20834,25,25
20835,25,25
20836,25,25
20837,25,25
20838,25,25
20839,25,25
20840,25,25
20841,25,25
20842,25,25
20843,25,25
20844,25,25
20845,25,25
20846,25,25
20847,25,25
20848,25,25
20849,25,25
20850,25,25
20851,25,25
20852,25,25
20853,25,25
20854,25,25
20855,25,25
20856,25,25
20857,25,25
20858,25,25
20859,25,25
20860,25,25
20861,25,25
20862,25,25
20863,25,25
20864,25,25
20865,25,25
20866,25,25
20867,25,25
20868,25,25
20869,25,25
20870,25,25
20871,25,25
20872,25,25
20873,25,25
20874,25,25
20875,25,25
20876,25,25
20877,25,25
20878,25,25
20879,25,25
20880,25,25
20881,25,25
20882,25,25
20883,25,25
20884,25,25
20885,25,25
20886,25,25
20887,25,25
20888,25,25
20889,25,25
20890,25,25
20891,25,25
20892,25,25
20893,25,25
20894,25,25
20895,25,25
20896,25,25
20897,25,25
20898,25,25
20899,25,25
20900,25,25
20901,25,25
20902,25,25
20903,25,25
20904,25,25
20905,25,25
20906,25,25
20907,25,25
20908,25,25
20909,25,25
20910,25,25
20911,25,25
20912,25,25
20913,25,25
20914,25,25
20915,25,25
20916,25,25
20917,25,25
20918,25,25
20919,25,25
20920,25,25
20921,25,25
20922,25,25
20923,25,25
20924,25,25
20925,25,25
20926,25,25
20927,25,25
20928,25,25
20929,25,25
20930,25,25
20931,25,25
20932,25,25
20933,25,25
20934,25,25
20935,25,25
20936,25,25
20937,25,25
20938,25,25
20939,25,25
20940,25,25
20941,25,25
20942,25,25
20943,25,25
20944,25,25
20945,25,25
20946,25,25
20947,25,25
20948,25,25
20949,25,25
20950,25,25
20951,25,25
20952,25,25
20953,25,25
20954,25,25
20955,25,25
20956,25,25
20957,25,25
20958,25,25
20959,25,25
20960,25,25
20961,25,25
20962,25,25
20963,25,25
20964,25,25
20965,25,25
20966,25,25
20967,25,25
20968,25,25
20969,25,25
20970,25,25
20971,25,25
20972,25,25
20973,25,25
20974,25,25
20975,25,25
20976,25,25
20977,25,25
20978,25,25
20979,25,25
20980,25,25
20981,25,25
20982,25,25
20983,25,25
20984,25,25
20985,25,25
20986,25,25
20987,25,25
20988,25,25
20989,25,25
20990,25,25
20991,25,25
20992,25,25
20993,25,25
20994,25,25
20995,25,25
20996,25,25
20997,25,25
20998,25,25
20999,25,25
21000,25,25
21001,25,25
21002,25,25
21003,25,25
21004,25,25
21005,25,25
21006,25,25
21007,25,25
21008,25,25
21009,25,25
21010,25,25
21011,25,25
21012,25,25
21013,25,25
21014,25,25
21015,25,25
21016,25,25
21017,25,25
21018,25,25
21019,25,25
21020,25,25
21021,25,25
21022,25,25
21023,25,25
21024,25,25
21025,25,25
21026,25,25
21027,25,25
21028,25,25
21029,25,25
21030,25,25
21031,25,25
21032,25,25
21033,25,25
21034,25,25
21035,25,25
21036,25,25
21037,25,25
21038,25,25
21039,25,25
21040,25,25
21041,25,25
21042,25,25
21043,25,25
21044,25,25
21045,25,25
21046,25,25
21047,25,25
21048,25,25
21049,25,25
21050,25,25
21051,25,25
21052,25,25
21053,25,25
21054,25,25
21055,25,25
21056,25,25
21057,25,25
21058,25,25
21059,25,25
21060,25,25
21061,25,25
21062,25,25
21063,25,25
21064,25,25
21065,25,25
21066,25,25
21067,25,25
21068,25,25
21069,25,25
21070,25,25
21071,25,25
21072,25,25
21073,25,25
21074,25,25
21075,25,25
21076,25,25
21077,25,25
21078,25,25
21079,25,25
21080,25,25
21081,25,25
21082,25,25
21083,25,25
21084,25,25
21085,25,25
21086,25,25
21087,25,25
21088,25,25
21089,25,25
21090,25,25
21091,25,25
21092,25,25
21093,25,25
21094,25,25
21095,25,25
21096,25,25
21097,25,25
21098,25,25
21099,25,25
21100,25,25
21101,25,25
21102,25,25
21103,25,25
21104,25,25
21105,25,25
21106,25,25
21107,25,25
21108,25,25
21109,25,25
21110,25,25
21111,25,25
21112,25,25
21113,25,25
21114,25,25
21115,25,25
21116,25,25
21117,25,25
21118,25,25
21119,25,25
21120,25,25
21121,25,25
21122,25,25
21123,25,25
21124,25,25
21125,25,25
21126,25,25
21127,25,25
21128,25,25
21129,25,25
21130,25,25
21131,25,25
21132,25,25
21133,25,25
21134,25,25
21135,25,25
21136,25,25
21137,25,25
21138,25,25
21139,25,25
21140,25,25
21141,25,25
21142,25,25
21143,25,25
21144,25,25
21145,25,25
21146,25,25
21147,25,25
21148,25,25
21149,25,25
21150,25,25
21151,25,25
21152,25,25
21153,25,25
21154,25,25
21155,25,25
21156,25,25
21157,25,25
21158,25,25
21159,25,25
21160,25,25
21161,25,25
21162,25,25
21163,25,25
21164,25,25
21165,25,25
21166,25,25
21167,25,25
21168,25,25
21169,25,25
21170,25,25
21171,25,25
21172,25,25
21173,25,25
21174,25,25
21175,25,25
21176,25,25
21177,25,25
21178,25,25
21179,25,25
21180,25,25
21181,25,25
21182,25,25
21183,25,25
21184,25,25
21185,25,25
21186,25,25
21187,25,25
21188,25,25
21189,25,25
21190,25,25
21191,25,25
21192,25,25
21193,25,25
21194,25,25
21195,25,25
21196,25,25
21197,25,25
21198,25,25
21199,25,25
21200,25,25
21201,25,25
21202,25,25
21203,25,25
21204,25,25
21205,25,25
21206,25,25
21207,25,25
21208,25,25
21209,25,25
21210,25,25
21211,25,25
21212,25,25
21213,25,25
21214,25,25
21215,25,25
21216,25,25
21217,25,25
21218,25,25
21219,25,25
21220,25,25
21221,25,25
21222,25,25
21223,25,25
21224,25,25
21225,25,25
21226,25,25
21227,25,25
21228,25,25
21229,25,25
21230,25,25
21231,25,25
21232,25,25
21233,25,25
21234,25,25
21235,25,25
21236,25,25
21237,25,25
21238,25,25
21239,25,25
21240,25,25
21241,25,25
21242,25,25
21243,25,25
21244,25,25
21245,25,25
21246,25,25
21247,25,25
21248,25,25
21249,25,25
21250,25,25
21251,25,25
21252,25,25
21253,25,25
21254,25,25
21255,25,25
21256,25,25
21257,25,25
21258,25,25
21259,25,25
21260,25,25
21261,25,25
21262,25,25
21263,25,25
21264,25,25
21265,25,25
21266,25,25
21267,25,25
21268,25,25
21269,25,25
21270,25,25
21271,25,25
21272,25,25
21273,25,25
21274,25,25
21275,25,25
21276,25,25
21277,25,25
21278,25,25
21279,25,25
21280,25,25
21281,25,25
21282,25,25
21283,25,25
21284,25,25
21285,25,25
21286,25,25
21287,25,25
21288,25,25
21289,25,25
21290,25,25
21291,25,25
21292,25,25
21293,25,25
21294,25,25
21295,25,25
21296,25,25
21297,25,25
21298,25,25
21299,25,25
21300,25,25
21301,25,25
21302,25,25
21303,25,25
21304,25,25
21305,25,25
21306,25,25
21307,25,25
21308,25,25
21309,25,25
21310,25,25
21311,25,25
21312,25,25
21313,25,25
21314,25,25
21315,25,25
21316,25,25
21317,25,25
21318,25,25
21319,25,25
21320,25,25
21321,25,25
21322,25,25
21323,25,25
21324,25,25
21325,25,25
21326,25,25
21327,25,25
21328,25,25
21329,25,25
21330,25,25
21331,25,25
21332,25,25
21333,25,25
21334,25,25
21335,25,25
21336,25,25
21337,25,25
21338,25,25
21339,25,25
21340,25,25
21341,25,25
21342,25,25
21343,25,25
21344,25,25
21345,25,25
21346,25,25
21347,25,25
21348,25,25
21349,25,25
21350,25,25
21351,25,25
21352,25,25
21353,25,25
21354,25,25
21355,25,25
21356,25,25
21357,25,25
21358,25,25
21359,25,25
21360,25,25
21361,25,25
21362,25,25
21363,25,25
21364,25,25
21365,25,25
21366,25,25
21367,25,25
21368,25,25
21369,25,25
21370,25,25
21371,25,25
21372,25,25
21373,25,25
21374,25,25
21375,25,25
21376,25,25
21377,25,25
21378,25,25
21379,25,25
21380,25,25
21381,25,25
21382,25,25
21383,25,25
21384,25,25
21385,25,25
21386,25,25
21387,25,25
21388,25,25
21389,25,25
21390,25,25
21391,25,25
21392,25,25
21393,25,25
21394,25,25
21395,25,25
21396,25,25
21397,25,25
21398,25,25
21399,25,25
21400,25,25
21401,25,25
21402,25,25
21403,25,25
21404,25,25
21405,25,25
21406,25,25
21407,25,25
21408,25,25
21409,25,25
21410,25,25
21411,25,25
21412,25,25
21413,25,25
21414,25,25
21415,25,25
21416,25,25
21417,25,25
21418,25,25
21419,25,25
21420,25,25
21421,25,25
21422,25,25
21423,25,25
21424,25,25
21425,25,25
21426,25,25
21427,25,25
21428,25,25
21429,25,25
21430,25,25
21431,25,25
21432,25,25
21433,25,25
21434,25,25
21435,25,25
21436,25,25
21437,25,25
21438,25,25
21439,25,25
21440,25,25
21441,25,25
21442,25,25
21443,25,25
21444,25,25
21445,25,25
21446,25,25
21447,25,25
21448,25,25
21449,25,25
21450,25,25
21451,25,25
21452,25,25
21453,25,25
21454,25,25
21455,25,25
21456,25,25
21457,25,25
21458,25,25
21459,25,25
21460,25,25
21461,25,25
21462,25,25
21463,25,25
21464,25,25
21465,25,25
21466,25,25
21467,25,25
21468,25,25
21469,25,25
21470,25,25
21471,25,25
21472,25,25
21473,25,25
21474,25,25
21475,25,25
21476,25,25
21477,25,25
21478,25,25
21479,25,25
21480,25,25
21481,25,25
21482,25,25
21483,25,25
21484,25,25
21485,25,25
21486,25,25
21487,25,25
21488,25,25
21489,25,25
21490,25,25
21491,25,25
21492,25,25
21493,25,25
21494,25,25
21495,25,25
21496,25,25
21497,25,25
21498,25,25
21499,25,25
21500,25,25
21501,25,25
21502,25,25
21503,25,25
21504,25,25
21505,25,25
21506,25,25
21507,25,25
21508,25,25
21509,25,25
21510,25,25
21511,25,25
21512,25,25
21513,25,25
21514,25,25
21515,25,25
21516,25,25
21517,25,25
21518,25,25
21519,25,25
21520,25,25
21521,25,25
21522,25,25
21523,25,25
21524,25,25
21525,25,25
21526,25,25
21527,25,25
21528,25,25
21529,25,25
21530,25,25
21531,25,25
21532,25,25
21533,25,25
21534,25,25
21535,25,25
21536,25,25
21537,25,25
21538,25,25
21539,25,25
21540,25,25
21541,25,25
21542,25,25
21543,25,25
21544,25,25
21545,25,25
21546,25,25
21547,25,25
21548,25,25
21549,25,25
21550,25,25
21551,25,25
21552,25,25
21553,25,25
21554,25,25
21555,25,25
21556,25,25
21557,25,25
21558,25,25
21559,25,25
21560,25,25
21561,25,25
21562,25,25
21563,25,25
21564,25,25
21565,25,25
21566,25,25
21567,25,25
21568,25,25
21569,25,25
21570,25,25
21571,25,25
21572,25,25
21573,25,25
21574,25,25
21575,25,25
21576,25,25
21577,25,25
21578,25,25
21579,25,25
21580,25,25
21581,25,25
21582,25,25
21583,25,25
21584,25,25
21585,25,25
21586,25,25
21587,25,25
21588,25,25
21589,25,25
21590,25,25
21591,25,25
21592,25,25
21593,25,25
21594,25,25
21595,25,25
21596,25,25
21597,25,25
21598,25,25
21599,25,25
21600,25,25
21601,25,25
21602,25,25
21603,25,25
21604,25,25
21605,25,25
21606,25,25
21607,25,25
21608,25,25
21609,25,25
21610,25,25
21611,25,25
21612,25,25
21613,25,25
21614,25,25
21615,25,25
21616,25,25
21617,25,25
21618,25,25
21619,25,25
21620,25,25
21621,25,25
21622,25,25
21623,25,25
21624,25,25
21625,25,25
21626,25,25
21627,25,25
21628,25,25
21629,25,25
21630,25,25
21631,25,25
21632,25,25
21633,25,25
21634,25,25
21635,25,25
21636,25,25
21637,25,25
21638,25,25
21639,25,25
21640,25,25
21641,25,25
21642,25,25
21643,25,25
21644,25,25
21645,25,25
21646,25,25
21647,25,25
21648,25,25
21649,25,25
21650,25,25
21651,25,25
21652,25,25
21653,25,25
21654,25,25
21655,25,25
21656,25,25
21657,25,25
21658,25,25
21659,25,25
21660,25,25
21661,25,25
21662,25,25
21663,25,25
21664,25,25
21665,25,25
21666,25,25
21667,25,25
21668,25,25
21669,25,25
21670,25,25
21671,25,25
21672,25,25
21673,25,25
21674,25,25
21675,25,25
21676,25,25
21677,25,25
21678,25,25
21679,25,25
21680,25,25
21681,25,25
21682,25,25
21683,25,25
21684,25,25
21685,25,25
21686,25,25
21687,25,25
21688,25,25
21689,25,25
21690,25,25
21691,25,25
21692,25,25
21693,25,25
21694,25,25
21695,25,25
21696,25,25
21697,25,25
21698,25,25
21699,25,25
21700,25,25
21701,25,25
21702,25,25
21703,25,25
21704,25,25
21705,25,25
21706,25,25
21707,25,25
21708,25,25
21709,25,25
21710,25,25
21711,25,25
21712,25,25
21713,25,25
21714,25,25
21715,25,25
21716,25,25
21717,25,25
21718,25,25
21719,25,25
21720,25,25
21721,25,25
21722,25,25
21723,25,25
21724,25,25
21725,25,25
21726,25,25
21727,25,25
21728,25,25
21729,25,25
21730,25,25
21731,25,25
21732,25,25
21733,25,25
21734,25,25
21735,25,25
21736,25,25
21737,25,25
21738,25,25
21739,25,25
21740,25,25
21741,25,25
21742,25,25
21743,25,25
21744,25,25
21745,25,25
21746,25,25
21747,25,25
21748,25,25
21749,25,25
21750,25,25
21751,25,25
21752,25,25
21753,25,25
21754,25,25
21755,25,25
21756,25,25
21757,25,25
21758,25,25
21759,25,25
21760,25,25
21761,25,25
21762,25,25
21763,25,25
21764,25,25
21765,25,25
21766,25,25
21767,25,25
21768,25,25
21769,25,25
21770,25,25
21771,25,25
21772,25,25
21773,25,25
21774,25,25
21775,25,25
21776,25,25
21777,25,25
21778,25,25
21779,25,25
21780,25,25
21781,25,25
21782,25,25
21783,25,25
21784,25,25
21785,25,25
21786,25,25
21787,25,25
21788,25,25
21789,25,25
21790,25,25
21791,25,25
21792,25,25
21793,25,25
21794,25,25
21795,25,25
21796,25,25
21797,25,25
21798,25,25
21799,25,25
21800,25,25
21801,25,25
21802,25,25
21803,25,25
21804,25,25
21805,25,25
21806,25,25
21807,25,25
21808,25,25
21809,25,25
21810,25,25
21811,25,25
21812,25,25
21813,25,25
21814,25,25
21815,25,25
21816,25,25
21817,25,25
21818,25,25
21819,25,25
21820,25,25
21821,25,25
21822,25,25
21823,25,25
21824,25,25
21825,25,25
21826,25,25
21827,25,25
21828,25,25
21829,25,25
21830,25,25
21831,25,25
21832,25,25
21833,25,25
21834,25,25
21835,25,25
21836,25,25
21837,25,25
21838,25,25
21839,25,25
21840,25,25
21841,25,25
21842,25,25
21843,25,25
21844,25,25
21845,25,25
21846,25,25
21847,25,25
21848,25,25
21849,25,25
21850,25,25
21851,25,25
21852,25,25
21853,25,25
21854,25,25
21855,25,25
21856,25,25
21857,25,25
21858,25,25
21859,25,25
21860,25,25
21861,25,25
21862,25,25
21863,25,25
21864,25,25
21865,25,25
21866,25,25
21867,25,25
21868,25,25
21869,25,25
21870,25,25
21871,25,25
21872,25,25
21873,25,25
21874,25,25
21875,25,25
21876,25,25
21877,25,25
21878,25,25
21879,25,25
21880,25,25
21881,25,25
21882,25,25
21883,25,25
21884,25,25
21885,25,25
21886,25,25
21887,25,25
21888,25,25
21889,25,25
21890,25,25
21891,25,25
21892,25,25
21893,25,25
21894,25,25
21895,25,25
21896,25,25
21897,25,25
21898,25,25
21899,25,25
21900,25,25
21901,25,25
21902,25,25
21903,25,25
21904,25,25
21905,25,25
21906,25,25
21907,25,25
21908,25,25
21909,25,25
21910,25,25
21911,25,25
21912,25,25
21913,25,25
21914,25,25
21915,25,25
21916,25,25
21917,25,25
21918,25,25
21919,25,25
21920,25,25
21921,25,25
21922,25,25
21923,25,25
21924,25,25
21925,25,25
21926,25,25
21927,25,25
21928,25,25
21929,25,25
21930,25,25
21931,25,25
21932,25,25
21933,25,25
21934,25,25
21935,25,25
21936,25,25
21937,25,25
21938,25,25
21939,25,25
21940,25,25
21941,25,25
21942,25,25
21943,25,25
21944,25,25
21945,25,25
21946,25,25
21947,25,25
21948,25,25
21949,25,25
21950,25,25
21951,25,25
21952,25,25
21953,25,25
21954,25,25
21955,25,25
21956,25,25
21957,25,25
21958,25,25
21959,25,25
21960,25,25
21961,25,25
21962,25,25
21963,25,25
21964,25,25
21965,25,25
21966,25,25
21967,25,25
21968,25,25
21969,25,25
21970,25,25
21971,25,25
21972,25,25
21973,25,25
21974,25,25
21975,25,25
21976,25,25
21977,25,25
21978,25,25
21979,25,25
21980,25,25
21981,25,25
21982,25,25
21983,25,25
21984,25,25
21985,25,25
21986,25,25
21987,25,25
21988,25,25
21989,25,25
21990,25,25
21991,25,25
21992,25,25
21993,25,25
21994,25,25
21995,25,25
21996,25,25
21997,25,25
21998,25,25
21999,25,25
22000,25,25
22001,25,25
22002,25,25
22003,25,25
22004,25,25
22005,25,25
22006,25,25
22007,25,25
22008,25,25
22009,25,25
22010,25,25
22011,25,25
22012,25,25
22013,25,25
22014,25,25
22015,25,25
22016,25,25
22017,25,25
22018,25,25
22019,25,25
22020,25,25
22021,25,25
22022,25,25
22023,25,25
22024,25,25
22025,25,25
22026,25,25
22027,25,25
22028,25,25
22029,25,25
22030,25,25
22031,25,25
22032,25,25
22033,25,25
22034,25,25
22035,25,25
22036,25,25
22037,25,25
22038,25,25
22039,25,25
22040,25,25
22041,25,25
22042,25,25
22043,25,25
22044,25,25
22045,25,25
22046,25,25
22047,25,25
22048,25,25
22049,25,25
22050,25,25
22051,25,25
22052,25,25
22053,25,25
22054,25,25
22055,25,25
22056,25,25
22057,25,25
22058,25,25
22059,25,25
22060,25,25
22061,25,25
22062,25,25
22063,25,25
22064,25,25
22065,25,25
22066,25,25
22067,25,25
22068,25,25
22069,25,25
22070,25,25
22071,25,25
22072,25,25
22073,25,25
22074,25,25
22075,25,25
22076,25,25
22077,25,25
22078,25,25
22079,25,25
22080,25,25
22081,25,25
22082,25,25
22083,25,25
22084,25,25
22085,25,25
22086,25,25
22087,25,25
22088,25,25
22089,25,25
22090,25,25
22091,25,25
22092,25,25
22093,25,25
22094,25,25
22095,25,25
22096,25,25
22097,25,25
22098,25,25
22099,25,25
22100,25,25
22101,25,25
22102,25,25
22103,25,25
22104,25,25
22105,25,25
22106,25,25
22107,25,25
22108,25,25
22109,25,25
22110,25,25
22111,25,25
22112,25,25
22113,25,25
22114,25,25
22115,25,25
22116,25,25
22117,25,25
22118,25,25
22119,25,25
22120,25,25
22121,25,25
22122,25,25
22123,25,25
22124,25,25
22125,25,25
22126,25,25
22127,25,25
22128,25,25
22129,25,25
22130,25,25
22131,25,25
22132,25,25
22133,25,25
22134,25,25
22135,25,25
22136,25,25
22137,25,25
22138,25,25
22139,25,25
22140,25,25
22141,25,25
22142,25,25
22143,25,25
22144,25,25
22145,25,25
22146,25,25
22147,25,25
22148,25,25
22149,25,25
22150,25,25
22151,25,25
22152,25,25
22153,25,25
22154,25,25
22155,25,25
22156,25,25
22157,25,25
22158,25,25
22159,25,25
22160,25,25
22161,25,25
22162,25,25
22163,25,25
22164,25,25
22165,25,25
22166,25,25
22167,25,25
22168,25,25
22169,25,25
22170,25,25
22171,25,25
22172,25,25
22173,25,25
22174,25,25
22175,25,25
22176,25,25
22177,25,25
22178,25,25
22179,25,25
22180,25,25
22181,25,25
22182,25,25
22183,25,25
22184,25,25
22185,25,25
22186,25,25
22187,25,25
22188,25,25
22189,25,25
22190,25,25
22191,25,25
22192,25,25
22193,25,25
22194,25,25
22195,25,25
22196,25,25
22197,25,25
22198,25,25
22199,25,25
22200,25,25
22201,25,25
22202,25,25
22203,25,25
22204,25,25
22205,25,25
22206,25,25
22207,25,25
22208,25,25
22209,25,25
22210,25,25
22211,25,25
22212,25,25
22213,25,25
22214,25,25
22215,25,25
22216,25,25
22217,25,25
22218,25,25
22219,25,25
22220,25,25
22221,25,25
22222,25,25
22223,25,25
22224,25,25
22225,25,25
22226,25,25
22227,25,25
22228,25,25
22229,25,25
22230,25,25
22231,25,25
22232,25,25
22233,25,25
22234,25,25
22235,25,25
22236,25,25
22237,25,25
22238,25,25
22239,25,25
22240,25,25
22241,25,25
22242,25,25
22243,25,25
22244,25,25
22245,25,25
22246,25,25
22247,25,25
22248,25,25
22249,25,25
22250,25,25
22251,25,25
22252,25,25
22253,25,25
22254,25,25
22255,25,25
22256,25,25
22257,25,25
22258,25,25
22259,25,25
22260,25,25
22261,25,25
22262,25,25
22263,25,25
22264,25,25
22265,25,25
22266,25,25
22267,25,25
22268,25,25
22269,25,25
22270,25,25
22271,25,25
22272,25,25
22273,25,25
22274,25,25
22275,25,25
22276,25,25
22277,25,25
22278,25,25
22279,25,25
22280,25,25
22281,25,25
22282,25,25
22283,25,25
22284,25,25
22285,25,25
22286,25,25
22287,25,25
22288,25,25
22289,25,25
22290,25,25
22291,25,25
22292,25,25
22293,25,25
22294,25,25
22295,25,25
22296,25,25
22297,25,25
22298,25,25
22299,25,25
22300,25,25
22301,25,25
22302,25,25
22303,25,25
22304,25,25
22305,25,25
22306,25,25
22307,25,25
22308,25,25
22309,25,25
22310,25,25
22311,25,25
22312,25,25
22313,25,25
22314,25,25
22315,25,25
22316,25,25
22317,25,25
22318,25,25
22319,25,25
22320,25,25
22321,25,25
22322,25,25
22323,25,25
22324,25,25
22325,25,25
22326,25,25
22327,25,25
22328,25,25
22329,25,25
22330,25,25
22331,25,25
22332,25,25
22333,25,25
22334,25,25
22335,25,25
22336,25,25
22337,25,25
22338,25,25
22339,25,25
22340,25,25
22341,25,25
22342,25,25
22343,25,25
22344,25,25
22345,25,25
22346,25,25
22347,25,25
22348,25,25
22349,25,25
22350,25,25
22351,25,25
22352,25,25
22353,25,25
22354,25,25
22355,25,25
22356,25,25
22357,25,25
22358,25,25
22359,25,25
22360,25,25
22361,25,25
22362,25,25
22363,25,25
22364,25,25
22365,25,25
22366,25,25
22367,25,25
22368,25,25
22369,25,25
22370,25,25
22371,25,25
22372,25,25
22373,25,25
22374,25,25
22375,25,25
22376,25,25
22377,25,25
22378,25,25
22379,25,25
22380,25,25
22381,25,25
22382,25,25
22383,25,25
22384,25,25
22385,25,25
22386,25,25
22387,25,25
22388,25,25
22389,25,25
22390,25,25
22391,25,25
22392,25,25
22393,25,25
22394,25,25
22395,25,25
22396,25,25
22397,25,25
22398,25,25
22399,25,25
22400,25,25
22401,25,25
22402,25,25
22403,25,25
22404,25,25
22405,25,25
22406,25,25
22407,25,25
22408,25,25
22409,25,25
22410,25,25
22411,25,25
22412,25,25
22413,25,25
22414,25,25
22415,25,25
22416,25,25
22417,25,25
22418,25,25
22419,25,25
22420,25,25
22421,25,25
22422,25,25
22423,25,25
22424,25,25
22425,25,25
22426,25,25
22427,25,25
22428,25,25
22429,25,25
22430,25,25
22431,25,25
22432,25,25
22433,25,25
22434,25,25
22435,25,25
22436,25,25
22437,25,25
22438,25,25
22439,25,25
22440,25,25
22441,25,25
22442,25,25
22443,25,25
22444,25,25
22445,25,25
22446,25,25
22447,25,25
22448,25,25
22449,25,25
22450,25,25
22451,25,25
22452,25,25
22453,25,25
22454,25,25
22455,25,25
22456,25,25
22457,25,25
22458,25,25
22459,25,25
22460,25,25
22461,25,25
22462,25,25
22463,25,25
22464,25,25
22465,25,25
22466,25,25
22467,25,25
22468,25,25
22469,25,25
22470,25,25
22471,25,25
22472,25,25
22473,25,25
22474,25,25
22475,25,25
22476,25,25
22477,25,25
22478,25,25
22479,25,25
22480,25,25
22481,25,25
22482,25,25
22483,25,25
22484,25,25
22485,25,25
22486,25,25
22487,25,25
22488,25,25
22489,25,25
22490,25,25
22491,25,25
22492,25,25
22493,25,25
22494,25,25
22495,25,25
22496,25,25
22497,25,25
22498,25,25
22499,25,25
22500,25,25
22501,25,25
22502,25,25
22503,25,25
22504,25,25
22505,25,25
22506,25,25
22507,25,25
22508,25,25
22509,25,25
22510,25,25
22511,25,25
22512,25,25
22513,25,25
22514,25,25
22515,25,25
22516,25,25
22517,25,25
22518,25,25
22519,25,25
22520,25,25
22521,25,25
22522,25,25
22523,25,25
22524,25,25
22525,25,25
22526,25,25
22527,25,25
22528,25,25
22529,25,25
22530,25,25
22531,25,25
22532,25,25
22533,25,25
22534,25,25
22535,25,25
22536,25,25
22537,25,25
22538,25,25
22539,25,25
22540,25,25
22541,25,25
22542,25,25
22543,25,25
22544,25,25
22545,25,25
22546,25,25
22547,25,25
22548,25,25
22549,25,25
22550,25,25
22551,25,25
22552,25,25
22553,25,25
22554,25,25
22555,25,25
22556,25,25
22557,25,25
22558,25,25
22559,25,25
22560,25,25
22561,25,25
22562,25,25
22563,25,25
22564,25,25
22565,25,25
22566,25,25
22567,25,25
22568,25,25
22569,25,25
22570,25,25
22571,25,25
22572,25,25
22573,25,25
22574,25,25
22575,25,25
22576,25,25
22577,25,25
22578,25,25
22579,25,25
22580,25,25
22581,25,25
22582,25,25
22583,25,25
22584,25,25
22585,25,25
22586,25,25
22587,25,25
22588,25,25
22589,25,25
22590,25,25
22591,25,25
22592,25,25
22593,25,25
22594,25,25
22595,25,25
22596,25,25
22597,25,25
22598,25,25
22599,25,25
22600,25,25
22601,25,25
22602,25,25
22603,25,25
22604,25,25
22605,25,25
22606,25,25
22607,25,25
22608,25,25
22609,25,25
22610,25,25
22611,25,25
22612,25,25
22613,25,25
22614,25,25
22615,25,25
22616,25,25
22617,25,25
22618,25,25
22619,25,25
22620,25,25
22621,25,25
22622,25,25
22623,25,25
22624,25,25
22625,25,25
22626,25,25
22627,25,25
22628,25,25
22629,25,25
22630,25,25
22631,25,25
22632,25,25
22633,25,25
22634,25,25
22635,25,25
22636,25,25
22637,25,25
22638,25,25
22639,25,25
22640,25,25
22641,25,25
22642,25,25
22643,25,25
22644,25,25
22645,25,25
22646,25,25
22647,25,25
22648,25,25
22649,25,25
22650,25,25
22651,25,25
22652,25,25
22653,25,25
22654,25,25
22655,25,25
22656,25,25
22657,25,25
